    1 |   2 |   ::     | label_basic_block_1: s_mov_b64 s[20:21], exec
    2 |   2 |   ::     | s_wqm_b64 exec, exec
    3 |   2 |   ::     | s_mov_b32 s0, s1
    4 |   2 |   ::     | s_movk_i32 s1, 0x0000
    5 |   2 |   ::     | s_movk_i32 s3, 0x0000
    6 |   2 |   ::     | s_buffer_load_dwordx4 s[4:7], s[4:7], 0x04
    7 |   2 |   ::     | s_waitcnt lgkmcnt(0)
    8 |   3 | ^ v:     | v_add_f32 v0, s4, v2
    9 |   3 | :^ :     | v_mov_b32 v1, s5
   10 |   3 | :x v     | v_mac_legacy_f32 v1, s6, v3
   11 |   3 | ::^      | v_mov_b32 v2, 0xb58637bd
   12 |   3 | :::      | s_mov_b32 s4, 0x3a000008
   13 |   3 | v:x      | v_mac_f32 v2, s4, v0
   14 |   4 | :::^     | v_mov_b32 v3, 0xb60637bd
   15 |   4 | ::::     | s_mov_b32 s4, 0x3a000011
   16 |   4 | :v:x     | v_mac_f32 v3, s4, v1
   17 |   5 | ::::^    | v_mov_b32 v4, 0xb649539c
   18 |   5 | :::::    | s_mov_b32 s4, 0x3a000019
   19 |   5 | v:::x    | v_mac_f32 v4, s4, v0
   20 |   5 | ^::::    | v_mov_b32 v0, 0xb68637bd
   21 |   5 | :::::    | s_mov_b32 s4, 0x3a000022
   22 |   5 | xv:::    | v_mac_f32 v0, s4, v1
   23 |   5 | :^:::    | v_mov_b32 v1, 0x358637bd
   24 |   5 | :::::    | s_mov_b32 s4, 0x3f7ffff0
   25 |   5 | :xv::    | v_mac_f32 v1, s4, v2
   26 |   5 | ::^::    | v_mov_b32 v2, 0x360637bd
   27 |   5 | :::::    | s_mov_b32 s4, 0x3f7fffde
   28 |   5 | ::xv:    | v_mac_f32 v2, s4, v3
   29 |   5 | :::^:    | v_mov_b32 v3, 0x3649539c
   30 |   5 | :::::    | s_mov_b32 s4, 0x3f7fffce
   31 |   5 | :::xv    | v_mac_f32 v3, s4, v4
   32 |   5 | ::::^    | v_mov_b32 v4, 0x368637bd
   33 |   5 | :::::    | s_mov_b32 s4, 0x3f7fffbc
   34 |   5 | v:::x    | v_mac_f32 v4, s4, v0
   35 |   5 | ^v:v:    | v_add_f32 v0, v1, v3
   36 |   5 | :^v:v    | v_add_f32 v1, v2, v4
   37 |   4 | ::::     | s_movk_i32 s4, 0x0000
   38 |   4 | ::::     | s_movk_i32 s5, 0x0010
   39 |   4 | ::::     | label_label_0038: s_cmp_gt_u32 s5, 0
   40 |   4 | ::::     | s_cbranch_scc0 label_0FED
   41 |   4 | ::::     | label_basic_block_3: s_lshl_b32 s6, s4, 5
   42 |   4 | ::::     | s_load_dwordx8 s[8:15], s[0:1], s6
   43 |   4 | ::::     | s_lshl_b32 s6, s4, 4
   44 |   4 | ::::     | s_load_dwordx4 s[16:19], s[2:3], s6
   45 |   4 | ::::     | s_add_u32 s4, s4, 1
   46 |   4 | ::::     | s_sub_i32 s5, s5, 1
   47 |   4 | ::::     | s_waitcnt lgkmcnt(0)
   48 |   4 | xxvv     | image_sample v[0:1], v[0:3], s[8:15], s[16:19]
   49 |   2 | ::       | s_waitcnt vmcnt(0)
   50 |   2 | x:       | v_add_f32 v0, 0x358637bd, v0
   51 |   2 | :x       | v_add_f32 v1, 0x358637bd, v1
   52 |   3 | ::^      | v_mov_b32 v2, 0xb58637bd
   53 |   3 | :::      | s_mov_b32 s6, 0x3f800008
   54 |   4 | :::^     | v_mov_b32 v3, 0xb60637bd
   55 |   4 | ::::     | s_mov_b32 s7, 0x3f800011
   56 |   5 | ::::^    | v_mov_b32 v4, 0xb649539c
   57 |   5 | :::::    | s_mov_b32 s8, 0x3f800019
   58 |   6 | :::::^   | v_mov_b32 v5, 0xb68637bd
   59 |   6 | ::::::   | s_mov_b32 s9, 0x3f800022
   60 |   6 | v:x:::   | v_mac_f32 v2, s6, v0
   61 |   6 | :v:x::   | v_mac_f32 v3, s7, v1
   62 |   6 | v:::x:   | v_mac_f32 v4, s8, v0
   63 |   5 |  v:::x   | v_mac_f32 v5, s9, v1
   64 |   5 | ^ ::::   | v_mov_b32 v0, 0x358637bd
   65 |   5 | : ::::   | s_mov_b32 s6, 0x3f7ffff0
   66 |   6 | :^::::   | v_mov_b32 v1, 0x360637bd
   67 |   6 | ::::::   | s_mov_b32 s7, 0x3f7fffde
   68 |   7 | ::::::^  | v_mov_b32 v6, 0x3649539c
   69 |   7 | :::::::  | s_mov_b32 s8, 0x3f7fffce
   70 |   8 | :::::::^ | v_mov_b32 v7, 0x368637bd
   71 |   8 | :::::::: | s_mov_b32 s9, 0x3f7fffbc
   72 |   8 | x:v::::: | v_mac_f32 v0, s6, v2
   73 |   7 | :x v:::: | v_mac_f32 v1, s7, v3
   74 |   6 | ::  v:x: | v_mac_f32 v6, s8, v4
   75 |   5 | ::   v:x | v_mac_f32 v7, s9, v5
   76 |   5 | ::^   :: | v_mov_b32 v2, 0xb58637bd
   77 |   5 | :::   :: | s_mov_b32 s6, 0x3f800008
   78 |   6 | :::^  :: | v_mov_b32 v3, 0xb60637bd
   79 |   6 | ::::  :: | s_mov_b32 s7, 0x3f800011
   80 |   7 | ::::^ :: | v_mov_b32 v4, 0xb649539c
   81 |   7 | ::::: :: | s_mov_b32 s8, 0x3f800019
   82 |   8 | :::::^:: | v_mov_b32 v5, 0xb68637bd
   83 |   8 | :::::::: | s_mov_b32 s9, 0x3f800022
   84 |   8 | v:x::::: | v_mac_f32 v2, s6, v0
   85 |   7 |  v:x:::: | v_mac_f32 v3, s7, v1
   86 |   6 |   ::x:v: | v_mac_f32 v4, s8, v6
   87 |   5 |   :::x v | v_mac_f32 v5, s9, v7
   88 |   5 | ^ ::::   | v_mov_b32 v0, 0x358637bd
   89 |   5 | : ::::   | s_mov_b32 s6, 0x3f7ffff0
   90 |   6 | :^::::   | v_mov_b32 v1, 0x360637bd
   91 |   6 | ::::::   | s_mov_b32 s7, 0x3f7fffde
   92 |   7 | ::::::^  | v_mov_b32 v6, 0x3649539c
   93 |   7 | :::::::  | s_mov_b32 s8, 0x3f7fffce
   94 |   8 | :::::::^ | v_mov_b32 v7, 0x368637bd
   95 |   8 | :::::::: | s_mov_b32 s9, 0x3f7fffbc
   96 |   8 | x:v::::: | v_mac_f32 v0, s6, v2
   97 |   7 | :x v:::: | v_mac_f32 v1, s7, v3
   98 |   6 | ::  v:x: | v_mac_f32 v6, s8, v4
   99 |   5 | ::   v:x | v_mac_f32 v7, s9, v5
  100 |   5 | ::^   :: | v_mov_b32 v2, 0xb58637bd
  101 |   5 | :::   :: | s_mov_b32 s6, 0x3f800008
  102 |   6 | :::^  :: | v_mov_b32 v3, 0xb60637bd
  103 |   6 | ::::  :: | s_mov_b32 s7, 0x3f800011
  104 |   7 | ::::^ :: | v_mov_b32 v4, 0xb649539c
  105 |   7 | ::::: :: | s_mov_b32 s8, 0x3f800019
  106 |   8 | :::::^:: | v_mov_b32 v5, 0xb68637bd
  107 |   8 | :::::::: | s_mov_b32 s9, 0x3f800022
  108 |   8 | v:x::::: | v_mac_f32 v2, s6, v0
  109 |   7 |  v:x:::: | v_mac_f32 v3, s7, v1
  110 |   6 |   ::x:v: | v_mac_f32 v4, s8, v6
  111 |   5 |   :::x v | v_mac_f32 v5, s9, v7
  112 |   5 | ^ ::::   | v_mov_b32 v0, 0x358637bd
  113 |   5 | : ::::   | s_mov_b32 s6, 0x3f7ffff0
  114 |   6 | :^::::   | v_mov_b32 v1, 0x360637bd
  115 |   6 | ::::::   | s_mov_b32 s7, 0x3f7fffde
  116 |   7 | ::::::^  | v_mov_b32 v6, 0x3649539c
  117 |   7 | :::::::  | s_mov_b32 s8, 0x3f7fffce
  118 |   8 | :::::::^ | v_mov_b32 v7, 0x368637bd
  119 |   8 | :::::::: | s_mov_b32 s9, 0x3f7fffbc
  120 |   8 | x:v::::: | v_mac_f32 v0, s6, v2
  121 |   7 | :x v:::: | v_mac_f32 v1, s7, v3
  122 |   6 | ::  v:x: | v_mac_f32 v6, s8, v4
  123 |   5 | ::   v:x | v_mac_f32 v7, s9, v5
  124 |   5 | ::^   :: | v_mov_b32 v2, 0xb58637bd
  125 |   5 | :::   :: | s_mov_b32 s6, 0x3f800008
  126 |   6 | :::^  :: | v_mov_b32 v3, 0xb60637bd
  127 |   6 | ::::  :: | s_mov_b32 s7, 0x3f800011
  128 |   7 | ::::^ :: | v_mov_b32 v4, 0xb649539c
  129 |   7 | ::::: :: | s_mov_b32 s8, 0x3f800019
  130 |   8 | :::::^:: | v_mov_b32 v5, 0xb68637bd
  131 |   8 | :::::::: | s_mov_b32 s9, 0x3f800022
  132 |   8 | v:x::::: | v_mac_f32 v2, s6, v0
  133 |   7 |  v:x:::: | v_mac_f32 v3, s7, v1
  134 |   6 |   ::x:v: | v_mac_f32 v4, s8, v6
  135 |   5 |   :::x v | v_mac_f32 v5, s9, v7
  136 |   5 | ^ ::::   | v_mov_b32 v0, 0x358637bd
  137 |   5 | : ::::   | s_mov_b32 s6, 0x3f7ffff0
  138 |   6 | :^::::   | v_mov_b32 v1, 0x360637bd
  139 |   6 | ::::::   | s_mov_b32 s7, 0x3f7fffde
  140 |   7 | ::::::^  | v_mov_b32 v6, 0x3649539c
  141 |   7 | :::::::  | s_mov_b32 s8, 0x3f7fffce
  142 |   8 | :::::::^ | v_mov_b32 v7, 0x368637bd
  143 |   8 | :::::::: | s_mov_b32 s9, 0x3f7fffbc
  144 |   8 | x:v::::: | v_mac_f32 v0, s6, v2
  145 |   7 | :x v:::: | v_mac_f32 v1, s7, v3
  146 |   6 | ::  v:x: | v_mac_f32 v6, s8, v4
  147 |   5 | ::   v:x | v_mac_f32 v7, s9, v5
  148 |   5 | ::^   :: | v_mov_b32 v2, 0xb58637bd
  149 |   5 | :::   :: | s_mov_b32 s6, 0x3f800008
  150 |   6 | :::^  :: | v_mov_b32 v3, 0xb60637bd
  151 |   6 | ::::  :: | s_mov_b32 s7, 0x3f800011
  152 |   7 | ::::^ :: | v_mov_b32 v4, 0xb649539c
  153 |   7 | ::::: :: | s_mov_b32 s8, 0x3f800019
  154 |   8 | :::::^:: | v_mov_b32 v5, 0xb68637bd
  155 |   8 | :::::::: | s_mov_b32 s9, 0x3f800022
  156 |   8 | v:x::::: | v_mac_f32 v2, s6, v0
  157 |   7 |  v:x:::: | v_mac_f32 v3, s7, v1
  158 |   6 |   ::x:v: | v_mac_f32 v4, s8, v6
  159 |   5 |   :::x v | v_mac_f32 v5, s9, v7
  160 |   5 | ^ ::::   | v_mov_b32 v0, 0x358637bd
  161 |   5 | : ::::   | s_mov_b32 s6, 0x3f7ffff0
  162 |   6 | :^::::   | v_mov_b32 v1, 0x360637bd
  163 |   6 | ::::::   | s_mov_b32 s7, 0x3f7fffde
  164 |   7 | ::::::^  | v_mov_b32 v6, 0x3649539c
  165 |   7 | :::::::  | s_mov_b32 s8, 0x3f7fffce
  166 |   8 | :::::::^ | v_mov_b32 v7, 0x368637bd
  167 |   8 | :::::::: | s_mov_b32 s9, 0x3f7fffbc
  168 |   8 | x:v::::: | v_mac_f32 v0, s6, v2
  169 |   7 | :x v:::: | v_mac_f32 v1, s7, v3
  170 |   6 | ::  v:x: | v_mac_f32 v6, s8, v4
  171 |   5 | ::   v:x | v_mac_f32 v7, s9, v5
  172 |   5 | ::^   :: | v_mov_b32 v2, 0xb58637bd
  173 |   5 | :::   :: | s_mov_b32 s6, 0x3f800008
  174 |   6 | :::^  :: | v_mov_b32 v3, 0xb60637bd
  175 |   6 | ::::  :: | s_mov_b32 s7, 0x3f800011
  176 |   7 | ::::^ :: | v_mov_b32 v4, 0xb649539c
  177 |   7 | ::::: :: | s_mov_b32 s8, 0x3f800019
  178 |   8 | :::::^:: | v_mov_b32 v5, 0xb68637bd
  179 |   8 | :::::::: | s_mov_b32 s9, 0x3f800022
  180 |   8 | v:x::::: | v_mac_f32 v2, s6, v0
  181 |   7 |  v:x:::: | v_mac_f32 v3, s7, v1
  182 |   6 |   ::x:v: | v_mac_f32 v4, s8, v6
  183 |   5 |   :::x v | v_mac_f32 v5, s9, v7
  184 |   5 | ^ ::::   | v_mov_b32 v0, 0x358637bd
